InstanceSizeFlexibilityGroup,ArmSkuName,Ratio
FabCap_CuHour_SE South,OneLake Iterative Read Operations via API,1
FabCap_CuHour_SE South,OneLake Write Operations,1
FabCap_CuHour_SE South,OneLake Iterative Write Operations,1
FabCap_CuHour_SE South,OneLake Read Operations via API,1
FabCap_CuHour_SE South,OneLake Write Operations via API,1
FabCap_CuHour_SE South,eventstreams Processor,1
FabCap_CuHour_SE South,Data Activator,1
FabCap_CuHour_SE South,OneLake Iterative Write Operations via API,1
FabCap_CuHour_SE South,eventstream,1
FabCap_CuHour_SE South,eventstream Data Traffic per GB,1
FabCap_CuHour_SE South,Spark Mem Op,1
FabCap_CuHour_SE South,Data Warehouse,1
FabCap_CuHour_SE South,Data Movement,1
FabCap_CuHour_SE South,Dataflows Standard Comp,1
FabCap_CuHour_SE South,AI and Machine Learning,1
FabCap_CuHour_TW North,AI and Machine Learning,1
FabCap_CuHour_TW North,Dataflows Standard Comp,1
FabCap_CuHour_TW North,OneLake Read Operations,1
FabCap_CuHour_TW North,eventstream Data Traffic per GB,1
FabCap_CuHour_TW North,OneLake Write Operations via API,1
FabCap_CuHour_TW North,OneLake Write Operations,1
FabCap_CuHour_TW North,eventstreams Processor,1
FabCap_CuHour_TW North,OneLake Iterative Read Operations,1
FabCap_CuHour_TW North,Data Warehouse,1
FabCap_CuHour_TW North,Data Activator,1
FabCap_CuHour_TW North,OneLake Iterative Write Operations,1
FabCap_CuHour_TW North,Data Orchestration,1
FabCap_CuHour_TW North,OneLake Iterative Write Operations via API,1
FabCap_CuHour_TW North,Spark Mem Op,1
FabCap_CuHour_TW North,Data Movement,1
FabCap_CuHour_TW North,OneLake Read Operations via API,1
FabCap_CuHour_TW North,High Scale DF Comp,1
FabCap_CuHour_TW North,KQL Database,1
FabCap_CuHour_TW North,Power BI,1
FabCap_CuHour_TW North,OneLake Iterative Read Operations via API,1
FabCap_CuHour_TW North,OneLake Other Operations,1
FabCap_CuHour_TW North,Available,1
FabCap_CuHour_TW North,eventstream,1
FabCap_CuHour_TW Northwest,AI and Machine Learning,1
FabCap_CuHour_TW Northwest,eventstream,1
FabCap_CuHour_TW Northwest,eventstream Data Traffic per GB,1
FabCap_CuHour_TW Northwest,Data Warehouse,1
FabCap_CuHour_TW Northwest,OneLake Write Operations via API,1
FabCap_CuHour_TW Northwest,eventstreams Processor,1
FabCap_CuHour_TW Northwest,Data Activator,1
FabCap_CuHour_TW Northwest,OneLake Iterative Write Operations,1
FabCap_CuHour_TW Northwest,OneLake Read Operations,1
FabCap_CuHour_TW Northwest,OneLake Read Operations via API,1
FabCap_CuHour_TW Northwest,OneLake Iterative Write Operations via API,1
FabCap_CuHour_TW Northwest,Dataflows Standard Comp,1
FabCap_CuHour_TW Northwest,Data Movement,1
FabCap_CuHour_TW Northwest,Spark Mem Op,1
FabCap_CuHour_TW Northwest,OneLake Other Operations,1
FabCap_CuHour_TW Northwest,Power BI,1
FabCap_CuHour_TW Northwest,Available,1
FabCap_CuHour_TW Northwest,High Scale DF Comp,1
FabCap_CuHour_TW Northwest,KQL Database,1
FabCap_CuHour_TW Northwest,Data Orchestration,1
FabCap_CuHour_TW Northwest,OneLake Iterative Read Operations,1
FabCap_CuHour_TW Northwest,OneLake Write Operations,1
FabCap_CuHour_TW Northwest,OneLake Iterative Read Operations via API,1
FabCap_CuHour_UK North,OneLake Write Operations,1
FabCap_CuHour_UK North,OneLake Iterative Write Operations,1
FabCap_CuHour_UK North,OneLake Write Operations via API,1
FabCap_CuHour_UK North,OneLake Iterative Read Operations via API,1
FabCap_CuHour_UK North,OneLake Iterative Read Operations,1
FabCap_CuHour_UK North,OneLake Read Operations via API,1
FabCap_CuHour_UK North,eventstreams Processor,1
FabCap_CuHour_UK North,eventstream,1
FabCap_CuHour_UK North,eventstream Data Traffic per GB,1
FabCap_CuHour_UK North,OneLake Iterative Write Operations via API,1
FabCap_CuHour_UK North,Data Activator,1
FabCap_CuHour_UK North,Dataflows Standard Comp,1
FabCap_CuHour_UK North,AI and Machine Learning,1
FabCap_CuHour_UK North,OneLake Read Operations,1
FabCap_CuHour_UK South,eventstream,1
FabCap_CuHour_UK South,OneLake Iterative Read Operations via API,1
FabCap_CuHour_UK South,Data Activator,1
FabCap_CuHour_UK South,eventstreams Processor,1
FabCap_CuHour_UK South,OneLake Iterative Write Operations via API,1
FabCap_CuHour_UK South,OneLake Iterative Read Operations,1
FabCap_CuHour_UK South,Data Warehouse,1
FabCap_CuHour_UK South,Data Orchestration,1
FabCap_CuHour_UK South,Data Movement,1
FabCap_CuHour_UK South,High Scale DF Comp,1
FabCap_CuHour_UK South,KQL Database,1
FabCap_CuHour_UK South,Available,1
FabCap_CuHour_UK South,Spark Mem Op,1
FabCap_CuHour_UK South,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_UK South,Power BI,1
FabCap_CuHour_UK South,Dataflows Standard Comp,1
FabCap_CuHour_UK South,AI and Machine Learning,1
FabCap_CuHour_UK South,OneLake Write Operations,1
FabCap_CuHour_UK South,OneLake Read Operations via API,1
FabCap_CuHour_UK South,OneLake Read Operations,1
FabCap_CuHour_UK South,OneLake Write Operations via API,1
FabCap_CuHour_UK South,OneLake Iterative Write Operations,1
FabCap_CuHour_UK South,OneLake Other Operations,1
FabCap_CuHour_UK South,eventstream Data Traffic per GB,1
FabCap_CuHour_UK South 2,OneLake Iterative Write Operations,1
FabCap_CuHour_UK South 2,Dataflows Standard Comp,1
FabCap_CuHour_UK South 2,OneLake Iterative Read Operations,1
FabCap_CuHour_UK South 2,OneLake Read Operations,1
FabCap_CuHour_UK South 2,eventstream,1
FabCap_CuHour_UK South 2,Data Activator,1
FabCap_CuHour_UK South 2,eventstreams Processor,1
FabCap_CuHour_UK South 2,OneLake Read Operations via API,1
FabCap_CuHour_UK South 2,eventstream Data Traffic per GB,1
FabCap_CuHour_UK South 2,OneLake Write Operations via API,1
FabCap_CuHour_UK South 2,OneLake Write Operations,1
FabCap_CuHour_UK South 2,OneLake Iterative Read Operations via API,1
FabCap_CuHour_UK South 2,AI and Machine Learning,1
FabCap_CuHour_UK South 2,OneLake Iterative Write Operations via API,1
FabCap_CuHour_UK West,OneLake Read Operations via API,1
FabCap_CuHour_UK West,eventstreams Processor,1
FabCap_CuHour_UK West,eventstream Data Traffic per GB,1
FabCap_CuHour_UK West,OneLake Write Operations,1
FabCap_CuHour_UK West,OneLake Iterative Write Operations,1
FabCap_CuHour_UK West,OneLake Write Operations via API,1
FabCap_CuHour_UK West,Spark Mem Op,1
FabCap_CuHour_UK West,KQL Database,1
FabCap_CuHour_UK West,Data Warehouse,1
FabCap_CuHour_UK West,Data Orchestration,1
FabCap_CuHour_UK West,eventstream,1
FabCap_CuHour_UK West,Data Movement,1
FabCap_CuHour_UK West,High Scale DF Comp,1
FabCap_CuHour_UK West,Power BI,1
FabCap_CuHour_UK West,Available,1
FabCap_CuHour_UK West,OneLake Other Operations,1
FabCap_CuHour_UK West,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_UK West,AI and Machine Learning,1
FabCap_CuHour_UK West,Dataflows Standard Comp,1
FabCap_CuHour_UK West,OneLake Read Operations,1
FabCap_CuHour_UK West,OneLake Iterative Read Operations,1
FabCap_CuHour_UK West,Data Activator,1
FabCap_CuHour_UK West,OneLake Iterative Read Operations via API,1
FabCap_CuHour_UK West,OneLake Iterative Write Operations via API,1
FabCap_CuHour_US Central,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_US Central,eventstreams Processor,1
FabCap_CuHour_US Central,AI and Machine Learning,1
FabCap_CuHour_US Central,Spark Mem Op,1
FabCap_CuHour_US Central,OneLake Write Operations,1
FabCap_CuHour_US Central,Dataflows Standard Comp,1
FabCap_CuHour_US Central,eventstream,1
FabCap_CuHour_US Central,OneLake Read Operations via API,1
FabCap_CuHour_US Central,Data Activator,1
FabCap_CuHour_US Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_US Central,eventstream Data Traffic per GB,1
FabCap_CuHour_US Central,OneLake Write Operations via API,1
FabCap_CuHour_US Central,OneLake Iterative Write Operations,1
FabCap_CuHour_US Central,High Scale DF Comp,1
FabCap_CuHour_US Central,OneLake Read Operations,1
FabCap_CuHour_US Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_US Central,OneLake Iterative Read Operations,1
FabCap_CuHour_US Central,Data Warehouse,1
FabCap_CuHour_US Central,Data Movement,1
FabCap_CuHour_US Central,Data Orchestration,1
FabCap_CuHour_US Central,KQL Database,1
FabCap_CuHour_US Central,Power BI,1
FabCap_CuHour_US Central,Available,1
FabCap_CuHour_US Central,OneLake Other Operations,1
FabCap_CuHour_US East,KQL Database,1
FabCap_CuHour_US East,OneLake Write Operations,1
FabCap_CuHour_US East,Dataflows Standard Comp,1
FabCap_CuHour_US East,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_US East,OneLake Other Operations,1
FabCap_CuHour_US East,Available,1
FabCap_CuHour_US East,eventstream,1
FabCap_CuHour_US East,Power BI,1
FabCap_CuHour_US East,High Scale DF Comp,1
FabCap_CuHour_US East,Data Movement,1
FabCap_CuHour_US East,OneLake Iterative Read Operations via API,1
FabCap_CuHour_US East,Data Orchestration,1
FabCap_CuHour_US East,Data Activator,1
FabCap_CuHour_US East,eventstreams Processor,1
FabCap_CuHour_US East,OneLake Write Operations via API,1
FabCap_CuHour_US East,OneLake Iterative Write Operations,1
FabCap_CuHour_US East,OneLake Iterative Write Operations via API,1
FabCap_CuHour_US East,eventstream Data Traffic per GB,1
FabCap_CuHour_US East,OneLake Read Operations,1
FabCap_CuHour_US East,Spark Mem Op,1
FabCap_CuHour_US East,OneLake Read Operations via API,1
FabCap_CuHour_US East,OneLake Iterative Read Operations,1
FabCap_CuHour_US East,Data Warehouse,1
FabCap_CuHour_US East,AI and Machine Learning,1
FabCap_CuHour_US East 2,Dataflows Standard Comp,1
FabCap_CuHour_US East 2,AI and Machine Learning,1
FabCap_CuHour_US East 2,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_US East 2,High Scale DF Comp,1
FabCap_CuHour_US East 2,KQL Database,1
FabCap_CuHour_US East 2,Available,1
FabCap_CuHour_US East 2,OneLake Other Operations,1
FabCap_CuHour_US East 2,Power BI,1
FabCap_CuHour_US East 2,Data Orchestration,1
FabCap_CuHour_US East 2,Data Movement,1
FabCap_CuHour_US East 2,Data Warehouse,1
FabCap_CuHour_US East 2,Spark Mem Op,1
FabCap_CuHour_US East 2,OneLake Iterative Write Operations via API,1
FabCap_CuHour_US East 2,Data Activator,1
FabCap_CuHour_US East 2,eventstreams Processor,1
FabCap_CuHour_US East 2,eventstream,1
FabCap_CuHour_US East 2,OneLake Iterative Write Operations,1
FabCap_CuHour_US East 2,OneLake Write Operations,1
FabCap_CuHour_US East 2,eventstream Data Traffic per GB,1
FabCap_CuHour_US East 2,OneLake Write Operations via API,1
FabCap_CuHour_US East 2,OneLake Iterative Read Operations via API,1
FabCap_CuHour_US East 2,OneLake Read Operations,1
FabCap_CuHour_US East 2,OneLake Read Operations via API,1
FabCap_CuHour_US East 2,OneLake Iterative Read Operations,1
FabCap_CuHour_US North Central,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_US North Central,OneLake Write Operations via API,1
FabCap_CuHour_US North Central,OneLake Iterative Read Operations,1
FabCap_CuHour_US North Central,Data Warehouse,1
FabCap_CuHour_US North Central,Spark Mem Op,1
FabCap_CuHour_US North Central,Data Orchestration,1
FabCap_CuHour_US North Central,OneLake Iterative Write Operations,1
FabCap_CuHour_US North Central,eventstreams Processor,1
FabCap_CuHour_US North Central,AI and Machine Learning,1
FabCap_CuHour_US North Central,eventstream,1
FabCap_CuHour_US North Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_US North Central,Dataflows Standard Comp,1
FabCap_CuHour_US North Central,High Scale DF Comp,1
FabCap_CuHour_US North Central,Data Activator,1
FabCap_CuHour_US North Central,Data Movement,1
FabCap_CuHour_US North Central,OneLake Other Operations,1
FabCap_CuHour_US North Central,Power BI,1
FabCap_CuHour_US North Central,Available,1
FabCap_CuHour_US North Central,KQL Database,1
FabCap_CuHour_US North Central,eventstream Data Traffic per GB,1
FabCap_CuHour_US North Central,OneLake Write Operations,1
FabCap_CuHour_US North Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_US North Central,OneLake Read Operations,1
FabCap_CuHour_US North Central,OneLake Read Operations via API,1
FabCap_CuHour_US South Central,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_US South Central,OneLake Iterative Read Operations,1
FabCap_CuHour_US South Central,OneLake Read Operations,1
FabCap_CuHour_US South Central,Available,1
FabCap_CuHour_US South Central,Data Orchestration,1
FabCap_CuHour_US South Central,Data Warehouse,1
FabCap_CuHour_US South Central,Spark Mem Op,1
FabCap_CuHour_US South Central,OneLake Other Operations,1
FabCap_CuHour_US South Central,Data Movement,1
FabCap_CuHour_US South Central,High Scale DF Comp,1
FabCap_CuHour_US South Central,KQL Database,1
FabCap_CuHour_US South Central,Power BI,1
FabCap_CuHour_US South Central,Data Activator,1
FabCap_CuHour_US South Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_US South Central,eventstream,1
FabCap_CuHour_US South Central,eventstreams Processor,1
FabCap_CuHour_US South Central,AI and Machine Learning,1
FabCap_CuHour_US South Central,eventstream Data Traffic per GB,1
FabCap_CuHour_US South Central,OneLake Iterative Write Operations,1
FabCap_CuHour_US South Central,OneLake Write Operations via API,1
FabCap_CuHour_US South Central,OneLake Write Operations,1
FabCap_CuHour_US South Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_US South Central,OneLake Read Operations via API,1
FabCap_CuHour_US South Central,Dataflows Standard Comp,1
FabCap_CuHour_US West,Spark Mem Op,1
FabCap_CuHour_US West,Data Activator,1
FabCap_CuHour_US West,eventstreams Processor,1
FabCap_CuHour_US West,eventstream,1
FabCap_CuHour_US West,OneLake Iterative Write Operations via API,1
FabCap_CuHour_US West,Data Movement,1
FabCap_CuHour_US West,High Scale DF Comp,1
FabCap_CuHour_US West,OneLake Other Operations,1
FabCap_CuHour_US West,Available,1
FabCap_CuHour_US West,KQL Database,1
FabCap_CuHour_US West,Power BI,1
FabCap_CuHour_US West,Data Orchestration,1
FabCap_CuHour_US West,Data Warehouse,1
FabCap_CuHour_US West,eventstream Data Traffic per GB,1
FabCap_CuHour_US West,OneLake Write Operations via API,1
FabCap_CuHour_US West,OneLake Iterative Write Operations,1
FabCap_CuHour_US West,OneLake Write Operations,1
FabCap_CuHour_US West,OneLake Iterative Read Operations via API,1
FabCap_CuHour_US West,OneLake Read Operations via API,1
FabCap_CuHour_US West,OneLake Iterative Read Operations,1
FabCap_CuHour_US West,OneLake Read Operations,1
FabCap_CuHour_US West,Dataflows Standard Comp,1
FabCap_CuHour_US West,AI and Machine Learning,1
FabCap_CuHour_US West,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_US West 2,OneLake Read Operations,1
FabCap_CuHour_US West 2,Dataflows Standard Comp,1
FabCap_CuHour_US West 2,High Scale DF Comp,1
FabCap_CuHour_US West 2,AI and Machine Learning,1
FabCap_CuHour_US West 2,Data Warehouse,1
FabCap_CuHour_US West 2,OneLake Iterative Write Operations via API,1
FabCap_CuHour_US West 2,eventstream,1
FabCap_CuHour_US West 2,eventstreams Processor,1
FabCap_CuHour_US West 2,OneLake Write Operations via API,1
FabCap_CuHour_US West 2,Data Activator,1
FabCap_CuHour_US West 2,eventstream Data Traffic per GB,1
FabCap_CuHour_US West 2,OneLake Iterative Write Operations,1
FabCap_CuHour_US West 2,Data Orchestration,1
FabCap_CuHour_US West 2,OneLake Iterative Read Operations via API,1
FabCap_CuHour_US West 2,OneLake Read Operations via API,1
FabCap_CuHour_US West 2,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_US West 2,Spark Mem Op,1
FabCap_CuHour_US West 2,Data Movement,1
FabCap_CuHour_US West 2,OneLake Other Operations,1
FabCap_CuHour_US West 2,Available,1
FabCap_CuHour_US West 2,Power BI,1
FabCap_CuHour_US West 2,KQL Database,1
FabCap_CuHour_US West 2,OneLake Write Operations,1
FabCap_CuHour_US West 2,OneLake Iterative Read Operations,1
FabCap_CuHour_US West 3,Spark Mem Op,1
FabCap_CuHour_US West 3,Data Warehouse,1
FabCap_CuHour_US West 3,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_US West 3,OneLake Other Operations,1
FabCap_CuHour_US West 3,eventstreams Processor,1
FabCap_CuHour_US West 3,OneLake Iterative Write Operations,1
FabCap_CuHour_US West 3,Power BI,1
FabCap_CuHour_US West 3,Available,1
FabCap_CuHour_US West 3,OneLake Iterative Write Operations via API,1
FabCap_CuHour_US West 3,eventstream,1
FabCap_CuHour_US West 3,eventstream Data Traffic per GB,1
FabCap_CuHour_US West 3,Data Activator,1
FabCap_CuHour_US West 3,OneLake Write Operations via API,1
FabCap_CuHour_US West 3,OneLake Write Operations,1
FabCap_CuHour_US West 3,OneLake Iterative Read Operations via API,1
FabCap_CuHour_US West 3,OneLake Iterative Read Operations,1
FabCap_CuHour_US West 3,OneLake Read Operations via API,1
FabCap_CuHour_US West 3,OneLake Read Operations,1
FabCap_CuHour_US West 3,Dataflows Standard Comp,1
FabCap_CuHour_US West 3,AI and Machine Learning,1
FabCap_CuHour_US West 3,Data Orchestration,1
FabCap_CuHour_US West 3,High Scale DF Comp,1
FabCap_CuHour_US West 3,Data Movement,1
FabCap_CuHour_US West 3,KQL Database,1
FabCap_CuHour_US West Central,Available,1
FabCap_CuHour_US West Central,OneLake Other Operations,1
FabCap_CuHour_US West Central,Power BI,1
FabCap_CuHour_US West Central,Data Orchestration,1
FabCap_CuHour_US West Central,eventstreams Processor,1
FabCap_CuHour_US West Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_US West Central,KQL Database,1
FabCap_CuHour_US West Central,High Scale DF Comp,1
FabCap_CuHour_US West Central,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_US West Central,eventstream Data Traffic per GB,1
FabCap_CuHour_US West Central,Spark Mem Op,1
FabCap_CuHour_US West Central,AI and Machine Learning,1
FabCap_CuHour_US West Central,Dataflows Standard Comp,1
FabCap_CuHour_US West Central,OneLake Read Operations,1
FabCap_CuHour_US West Central,OneLake Write Operations,1
FabCap_CuHour_US West Central,OneLake Iterative Write Operations,1
FabCap_CuHour_US West Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_US West Central,Data Movement,1
FabCap_CuHour_US West Central,Data Warehouse,1
FabCap_CuHour_US West Central,eventstream,1
FabCap_CuHour_US West Central,OneLake Iterative Read Operations,1
FabCap_CuHour_US West Central,OneLake Read Operations via API,1
FabCap_CuHour_US West Central,Data Activator,1
FabCap_CuHour_US West Central,OneLake Write Operations via API,1
FabCap_CuHour_ZA North,Spark Mem Op,1
FabCap_CuHour_ZA North,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_ZA North,KQL Database,1
FabCap_CuHour_ZA North,AI and Machine Learning,1
FabCap_CuHour_ZA North,Dataflows Standard Comp,1
FabCap_CuHour_ZA North,OneLake Iterative Read Operations,1
FabCap_CuHour_ZA North,OneLake Write Operations,1
FabCap_CuHour_ZA North,OneLake Iterative Read Operations via API,1
FabCap_CuHour_ZA North,OneLake Iterative Write Operations via API,1
FabCap_CuHour_ZA North,Data Activator,1
FabCap_CuHour_ZA North,eventstream Data Traffic per GB,1
FabCap_CuHour_ZA North,eventstream,1
FabCap_CuHour_ZA North,eventstreams Processor,1
FabCap_CuHour_ZA North,OneLake Iterative Write Operations,1
FabCap_CuHour_ZA North,OneLake Write Operations via API,1
FabCap_CuHour_ZA North,OneLake Read Operations via API,1
FabCap_CuHour_ZA North,OneLake Read Operations,1
FabCap_CuHour_ZA North,Data Orchestration,1
FabCap_CuHour_ZA North,Power BI,1
FabCap_CuHour_ZA North,Available,1
FabCap_CuHour_ZA North,OneLake Other Operations,1
FabCap_CuHour_ZA North,High Scale DF Comp,1
FabCap_CuHour_ZA North,Data Warehouse,1
FabCap_CuHour_ZA North,Data Movement,1
FabCap_CuHour_ZA West,OneLake Other Operations,1
FabCap_CuHour_ZA West,Data Orchestration,1
FabCap_CuHour_ZA West,OneLake Iterative Write Operations via API,1
FabCap_CuHour_ZA West,AI and Machine Learning,1
FabCap_CuHour_ZA West,Dataflows Standard Comp,1
FabCap_CuHour_ZA West,OneLake Read Operations via API,1
FabCap_CuHour_ZA West,OneLake Read Operations,1
FabCap_CuHour_ZA West,OneLake Write Operations,1
FabCap_CuHour_ZA West,OneLake Iterative Read Operations,1
FabCap_CuHour_ZA West,eventstreams Processor,1
FabCap_CuHour_ZA West,eventstream,1
FabCap_CuHour_ZA West,Data Activator,1
FabCap_CuHour_ZA West,eventstream Data Traffic per GB,1
FabCap_CuHour_ZA West,OneLake Write Operations via API,1
FabCap_CuHour_ZA West,OneLake Iterative Write Operations,1
FabCap_CuHour_ZA West,OneLake Iterative Read Operations via API,1
FabCap_CuHour_ZA West,Data Warehouse,1
FabCap_CuHour_ZA West,Data Movement,1
FabCap_CuHour_ZA West,High Scale DF Comp,1
FabCap_CuHour_ZA West,KQL Database,1
FabCap_CuHour_ZA West,Power BI,1
FabCap_CuHour_ZA West,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_ZA West,Available,1
FabCap_CuHour_ZA West,Spark Mem Op,1
Gen7 IaaS LI_internal series Linux,Internal_Gen7_IaaS_LI,1
H Series,Standard_H8,1
H Series,Standard_H16,2
H Series High Memory,Standard_H8m,1
H Series High Memory,Standard_H16m,2
H Series High Memory Low Latency,Standard_H16mr,1
H Series Low Latency,Standard_H16r,1
HBS Series,Standard_HB60-45rs,1
HBS Series,Standard_HB60-30rs,1
HBS Series,Standard_HB60rs,1
HBS Series,Standard_HB60-15rs,1
HBSv2 Series Low Latency,Standard_HB120-64rs_v2,1
HBSv2 Series Low Latency,Standard_HB120-96rs_v2,1
HBSv2 Series Low Latency,Standard_HB120-32rs_v2,1
HBSv2 Series Low Latency,Standard_HB120-16rs_v2,1
HBSv2 Series Low Latency,Standard_HB120rs_v2,1
HBrsv3 Series Low Latency,Standard_HB120rs_v3,1
HBrsv3 Series Low Latency,Standard_HB120-96rs_v3,1
HBrsv3 Series Low Latency,Standard_HB120-32rs_v3,1
HBrsv3 Series Low Latency,Standard_HB120-64rs_v3,1
HBrsv3 Series Low Latency,Standard_HB120-16rs_v3,1
HCS Series,Standard_HC44rs,1
HCS Series,Standard_HC44-32rs,1
HCS Series,Standard_HC44-16rs,1
Internal series Linux,Internal_NPHH_128ids,1
Internal series Linux,Internal_NPMM_128ids,1
Internal_Gen8_MM_LI Linux,Internal_Gen8_LMMM_32ds_LI,1
Internal_Gen8_MM_LI Linux,Internal_Gen8_LMMM_64ds_LI,2
Internal_Gen8_MM_LI Linux,Internal_Gen8_LMMM_128ids_LI,4
LS Series,Standard_L4s,1
LS Series,Standard_L8s,2
LS Series,Standard_L16s,4
LS Series,Standard_L32s,8
LSv2 Series,Standard_L8s_v2,1
LSv2 Series,Standard_L16s_v2,2
LSv2 Series,Standard_L32s_v2,4
LSv2 Series,Standard_L48s_v2,6
LSv2 Series,Standard_L64s_v2,8
LSv2 Series,Standard_L80s_v2,10
LSv2 Series,Standard_L96s_v2,12
LSv2 Series Dedicated Host,Lsv2_Type1,1
LSv2 Series Isolated,Standard_L88is_v2,1
Lasv3 Series DedicatedHost,Lasv3_Type1,1
Lasv3 Series Linux,Standard_L8as_v3,1
Lasv3 Series Linux,Standard_L16as_v3,2
Lasv3 Series Linux,Standard_L32as_v3,4
Lasv3 Series Linux,Standard_L48as_v3,6
Lasv3 Series Linux,Standard_L64as_v3,8
Lasv3 Series Linux,Standard_L80as_v3,10
Lasv3 Series Linux,Standard_L96ias_v3,12
Lasv3 Series Linux,Standard_L112ias_v3,14
Lsv2_Internal-Series Linux,Internal_L128is_v2,1
Lsv3 Series DedicatedHost,Lsv3_Type1,1
Lsv3 Series Linux,Standard_L8s_v3,1
Lsv3 Series Linux,Standard_L16s_v3,2
Lsv3 Series Linux,Standard_L32s_v3,4
Lsv3 Series Linux,Standard_L48s_v3,6
Lsv3 Series Linux,Standard_L64s_v3,8
Lsv3 Series Linux,Standard_L80s_v3,10
Lsv3 Series Linux,Standard_L96is_v3,12
Lsv3 Series Linux,L104is v3,13
Lsv3 Series Linux,Standard_L112is_v3,14
MS Series,Standard_M64,1
MS Series,Standard_M64s,1
MS Series,Standard_M128,2
MS Series,Standard_M128s,2
MS Series Dedicated Host,Ms_Type1,1
MS Series Fractional,Standard_M16s,1
MS Series Fractional,Standard_M32s,2
MS Series Fractional High Memory,Standard_M8-2ms,1
MS Series Fractional High Memory,Standard_M8ms,1
MS Series Fractional High Memory,Standard_M8-4ms,1
MS Series Fractional High Memory,Standard_M16-8ms,2
MS Series Fractional High Memory,Standard_M16ms,2
MS Series Fractional High Memory,Standard_M16-4ms,2
MS Series Fractional High Memory,Standard_M32ms,4
MS Series Fractional High Memory,Standard_M32-8ms,4
MS Series Fractional High Memory,Standard_M32-16ms,4
MS Series Fractional Large,Standard_M32ls,1
MS Series Fractional Large,Standard_M64ls,1.8846875
MS Series Fractional Tiny,Standard_M32ts,1
MS Series HM Dedicated Host,Msm_Type1,1
MS Series High Memory,Standard_M64-16ms,1
MS Series High Memory,Standard_M64m,1
MS Series High Memory,Standard_M64ms,1
MS Series High Memory,Standard_M64-32ms,1
MS Series High Memory,Standard_M128-64ms,2
MS Series High Memory,Standard_M128-32ms,2
MS Series High Memory,Standard_M128m,2
MS Series High Memory,Standard_M128ms,2
MSv2 Series,Standard_M208s_v2,1
MSv2 Series,Standard_M208-104s_v2,1
MSv2 Series,Standard_M208-52s_v2,1
MSv2 Series,Standard_M416-208s_v2,2
MSv2 Series,Standard_M416s_v2,2
MSv2 Series,Standard_M416-104s_v2,2
MSv2 Series,Standard_M416is_v2,2
MSv2 Series 192ms,Standard_M192ims_v2,1
MSv2 Series 32,Standard_M32ms_v2,1
MSv2 Series 64,Standard_M64s_v2,1
MSv2 Series Dedicated Host,Msv2_Type1,1
MSv2 Series Disk 192s,Standard_M192is_v2,1
MSv2 Series Fractional,Standard_M24s_v2,1
MSv2 Series Fractional,Standard_M48s_v2,2
MSv2 Series Fractional,Standard_M96s_v2,4
MSv2 Series Fractional,Standard_M192s_v2,8
MSv2 Series Fractional High Memory,Standard_M24ms_v2,1
MSv2 Series Fractional High Memory,Standard_M48ms_v2,2
MSv2 Series Fractional High Memory,Standard_M96ms_v2,4
MSv2 Series Fractional High Memory,Standard_M192ms_v2,8
MSv2 Series Fractional High Memory 128s,Standard_M128s_v2,1
MSv2 Series HM Dedicated Host,Msmv2_Type1,1
MSv2 Series High Memory,Standard_M208ms_v2,1
MSv2 Series High Memory,Standard_M208-52ms_v2,1
MSv2 Series High Memory,Standard_M208-104ms_v2,1
MSv2 Series High Memory,Standard_M416s_8_v2,2
MSv2 Series High Memory,Standard_M416-104ms_v2,2
MSv2 Series High Memory,Standard_M416ms_v2,2
MSv2 Series High Memory,Standard_M416-208ms_v2,2
MSv2 Series High Memory 128ms,Standard_M128ms_v2,1
MSv2 Series MedMem Dedicated Host,Msv2MedMem Type1,1
MSv2 Series MedMem HM Dedicated Host,Msmv2MedMem Type1,1
MSv2 Series Memory,Standard_M64ms_v2,1
MSv2 XS Series,Standard_M420xs_v2,1
MSv2 XS Series,Standard_M420ixs_v2,1
MdSv2 Series 32 Disk,Standard_M32dms_v2,1
MdSv2 Series 64 Disk,Standard_M64ds_v2,1
MdSv2 Series Disk,Standard_M192idms_v2,1
MdSv2 Series Disk 192s,Standard_M192ids_v2,1
MdSv2 Series Fractional High Memory Disk,Standard_M128ds_v2,1
MdSv2 Series High Memory Disk,Standard_M128dms_v2,1
